Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCA_903953475.1	Synechococcus lacustris				Loc090721-8m_bin-647			2689597	Contig	2020-07-18	CAJBJR01
GCA_903954105.1	Synechococcus lacustris				Loc080925-6m_bin-0858			1414072	Contig	2020-07-17	CAJBMA01
GCA_903959745.1	Synechococcus lacustris				Loc090721-8-6m_bin-0951			2658791	Contig	2020-07-18	CAJBXU01
GCA_903960735.1	Synechococcus lacustris				Loc081215-5m_bin-0692			2277954	Contig	2020-07-18	CAJCBZ01
GCF_024346215.1	Synechococcus lacustris C3-12m-Tous		C3-12m-Tous				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2569458	Contig	2022-07-20	JAGQCN01
GCA_024346215.1	Synechococcus lacustris C3-12m-Tous		C3-12m-Tous				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2569458	Contig	2022-07-20	JAGQCN01
GCF_024346095.1	Synechococcus lacustris Cruz CV12-2		Cruz CV12-2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1962093	Contig	2022-07-20	JAGQDO01
GCA_024346095.1	Synechococcus lacustris Cruz CV12-2		Cruz CV12-2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1962093	Contig	2022-07-20	JAGQDO01
GCF_024345735.1	Synechococcus lacustris L1E-Slac		L1E-Slac				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2260992	Contig	2022-07-20	JAGQBR01
GCA_024345735.1	Synechococcus lacustris L1E-Slac		L1E-Slac				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2260992	Contig	2022-07-20	JAGQBR01
GCF_024345715.1	Synechococcus lacustris L1F-Slac		L1F-Slac				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2233108	Contig	2022-07-20	JAGQBQ01
GCA_024345715.1	Synechococcus lacustris L1F-Slac		L1F-Slac				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2233108	Contig	2022-07-20	JAGQBQ01
GCF_024345595.1	Synechococcus lacustris Maggiore-St4-Slac		Maggiore-St4-Slac				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2296351	Contig	2022-07-20	JAGQBK01
GCA_024345595.1	Synechococcus lacustris Maggiore-St4-Slac		Maggiore-St4-Slac				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2296351	Contig	2022-07-20	JAGQBK01
GCA_002006815.1	Synechococcus lacustris str. Tous		Tous		Tous		NCBI Prokaryotic Genome Annotation Pipeline	1791665	Contig	2017-02-24	MRUD01
GCA_009919765.1	Synechococcus sp.				WB6_4_196		NCBI Prokaryotic Genome Annotation Pipeline	1774171	Contig	2020-01-23	RGBH01
GCA_013911495.1	Synechococcus sp.				MCMED-G31		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1342507	Contig	2020-07-29	JACETB01
GCA_013911515.1	Synechococcus sp.				MCMED-G32		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1724110	Contig	2020-07-29	JACETC01
GCA_019650595.1	Synechococcus sp.				CM1_5m.P39		Annotation submitted by Deep-Sea Bioresource Research Group , Research Center for Bioscience and Nanoscience (CeBN), Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	942332	Contig	2021-05-08	BOXD01
GCA_019651575.1	Synechococcus sp.				CM1_5m.P77		Annotation submitted by Deep-Sea Bioresource Research Group , Research Center for Bioscience and Nanoscience (CeBN), Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	264048	Contig	2021-05-08	BOYP01
GCA_019652355.1	Synechococcus sp.				CM1_5m.P116		Annotation submitted by Deep-Sea Bioresource Research Group , Research Center for Bioscience and Nanoscience (CeBN), Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	986521	Contig	2021-05-08	BPAC01
GCF_002252625.1	Synechococcus sp. 1G10		1G10				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3340220	Contig	2017-08-15	NQKW01
GCA_002252625.1	Synechococcus sp. 1G10		1G10					3340220	Contig	2017-08-15	NQKW01
GCF_900177825.1	Synechococcus sp. 7002		7002				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3434434	Contig	2017-05-13	FXWN01
GCA_900177825.1	Synechococcus sp. 7002		7002				Annotation submitted by DOE - JOINT GENOME INSTITUTE	3434434	Contig	2017-05-13	FXWN01
GCA_002690325.1	Synechococcus sp. ARS1019				ARS1019		NCBI Prokaryotic Genome Annotation Pipeline	2260210	Contig	2017-10-24	NZED01
GCF_024346375.1	Synechococcus sp. ATX 2A4		ATX 2A4				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2920482	Contig	2022-07-20	JAGQCV01
GCA_024346375.1	Synechococcus sp. ATX 2A4		ATX 2A4				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2920482	Contig	2022-07-20	JAGQCV01
GCA_016779825.1	Synechococcus sp. BS301-5m-G53				BS301-5m-G53		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1739572	Contig	2021-02-01	JADHMX01
GCA_016779785.1	Synechococcus sp. BS301-5m-G54				BS301-5m-G54		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2153174	Contig	2021-02-01	JADHMY01
GCA_016778445.1	Synechococcus sp. BS307-5m-G34				BS307-5m-G34		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2053533	Contig	2021-02-01	JADHPN01
GCA_016778425.1	Synechococcus sp. BS307-5m-G35				BS307-5m-G35		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1379660	Contig	2021-02-01	JADHPO01
GCA_016778345.1	Synechococcus sp. BS307-5m-G36				BS307-5m-G36		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1543744	Contig	2021-02-01	JADHPP01
GCA_016778355.1	Synechococcus sp. BS307-5m-G37				BS307-5m-G37		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1309826	Contig	2021-02-01	JADHPQ01
GCA_016778405.1	Synechococcus sp. BS307-5m-G38				BS307-5m-G38		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1972656	Contig	2021-02-01	JADHPR01
GCA_016778375.1	Synechococcus sp. BS307-5m-G39				BS307-5m-G39		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1574069	Contig	2021-02-01	JADHPS01
GCA_016777285.1	Synechococcus sp. BS30m-G30				BS30m-G30		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1513294	Contig	2021-02-01	JADHRT01
GCA_016777265.1	Synechococcus sp. BS30m-G31				BS30m-G31		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1325230	Contig	2021-02-01	JADHRU01
GCF_004332415.1	Synechococcus sp. BS55D		BS55D				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2235215	Contig	2019-03-07	PHQT01
GCA_004332415.1	Synechococcus sp. BS55D		BS55D				NCBI Prokaryotic Genome Annotation Pipeline	2235215	Contig	2019-03-07	PHQT01
GCF_004332405.1	Synechococcus sp. BS56D		BS56D				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2303823	Contig	2019-03-07	PHQU01
GCA_004332405.1	Synechococcus sp. BS56D		BS56D				NCBI Prokaryotic Genome Annotation Pipeline	2303823	Contig	2019-03-07	PHQU01
GCF_014224355.1	Synechococcus sp. BSA11S		BSA11S				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2883234	Contig	2020-08-17	VNWP01
GCA_014224355.1	Synechococcus sp. BSA11S		BSA11S				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2883234	Contig	2020-08-17	VNWP01
GCF_014224335.1	Synechococcus sp. BSF8S		BSF8S				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2884859	Contig	2020-08-17	VOBS01
GCA_014224335.1	Synechococcus sp. BSF8S		BSF8S				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2884859	Contig	2020-08-17	VOBS01
GCA_002737305.1	Synechococcus sp. Baikal-G1				Baikal-G1		NCBI Prokaryotic Genome Annotation Pipeline	1786691	Contig	2017-10-30	NSII01
GCF_022984075.1	Synechococcus sp. C9		C9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2958309	Contig	2022-04-14	JALAAD01
GCA_022984075.1	Synechococcus sp. C9		C9					2958309	Contig	2022-04-14	JALAAD01
GCF_000179255.1	Synechococcus sp. CB0205		CB0205				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2427308	Contig	2010-06-22	ADXM01
GCA_000179255.1	Synechococcus sp. CB0205		CB0205					2427308	Contig	2010-06-22	ADXM01
GCF_019038415.1	Synechococcus sp. CCY 9618		CCY 9618				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2927161	Contig	2021-06-25	JAFKRG01
GCA_019038415.1	Synechococcus sp. CCY 9618		CCY 9618					2927161	Contig	2021-06-25	JAFKRG01
GCA_002685515.1	Synechococcus sp. CPC100				CPC100		NCBI Prokaryotic Genome Annotation Pipeline	1142703	Contig	2017-10-24	NYXI01
GCA_002684175.1	Synechococcus sp. CPC35				CPC35		NCBI Prokaryotic Genome Annotation Pipeline	1625852	Contig	2017-10-24	NYUU01
GCA_025128155.1	Synechococcus sp. CS-1324		CS-1324				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2638426	Contig	2022-09-10	JAHLYX01
GCA_025128135.1	Synechococcus sp. CS-1325		CS-1325				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2861124	Contig	2022-09-10	JAHLYW01
GCA_025128115.1	Synechococcus sp. CS-1326		CS-1326				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2829179	Contig	2022-09-10	JAHLYV01
GCA_025128075.1	Synechococcus sp. CS-1327		CS-1327				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2806576	Contig	2022-09-10	JAHLYU01
GCA_025128095.1	Synechococcus sp. CS-1328		CS-1328				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3186583	Contig	2022-09-10	JAHLYT01
GCA_025128055.1	Synechococcus sp. CS-1329		CS-1329				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2580734	Contig	2022-09-10	JAHLYS01
GCA_025128025.1	Synechococcus sp. CS-1330		CS-1330				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2513790	Contig	2022-09-10	JAHLYR01
GCA_025127975.1	Synechococcus sp. CS-1331		CS-1331				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2509836	Contig	2022-09-10	JAHLYQ01
GCA_025127995.1	Synechococcus sp. CS-1332		CS-1332				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2973784	Contig	2022-09-10	JAHLYP01
GCA_025128015.1	Synechococcus sp. CS-1333		CS-1333				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2931480	Contig	2022-09-10	JAHLYO01
GCA_025128215.1	Synechococcus sp. CS-197		CS-197				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2285510	Contig	2022-09-10	JAHLZC01
GCA_025128255.1	Synechococcus sp. CS-205		CS-205				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2360644	Contig	2022-09-10	JAHLZB01
GCA_025128225.1	Synechococcus sp. CS-601		CS-601				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2602400	Contig	2022-09-10	JAHLZA01
GCA_025128175.1	Synechococcus sp. CS-602		CS-602				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2566774	Contig	2022-09-10	JAHLYZ01
GCA_025128195.1	Synechococcus sp. CS-603		CS-603				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2554202	Contig	2022-09-10	JAHLYY01
GCF_024346035.1	Synechococcus sp. Cruz CV-v-12		Cruz CV-v-12				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3022307	Contig	2022-07-20	JAGQCG01
GCA_024346035.1	Synechococcus sp. Cruz CV-v-12		Cruz CV-v-12				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3022307	Contig	2022-07-20	JAGQCG01
GCF_024346075.1	Synechococcus sp. Cruz CV12-2-Slac-r		Cruz CV12-2-Slac-r				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1910488	Contig	2022-07-20	JAGQEK01
GCA_024346075.1	Synechococcus sp. Cruz CV12-2-Slac-r		Cruz CV12-2-Slac-r				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1910488	Contig	2022-07-20	JAGQEK01
GCF_024346015.1	Synechococcus sp. Cruz-7B9		Cruz-7B9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3155662	Contig	2022-07-20	JAGQCF01
GCA_024346015.1	Synechococcus sp. Cruz-7B9		Cruz-7B9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3155662	Contig	2022-07-20	JAGQCF01
GCF_024345995.1	Synechococcus sp. Cruz-7E5		Cruz-7E5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3155391	Contig	2022-07-20	JAGQCE01
GCA_024345995.1	Synechococcus sp. Cruz-7E5		Cruz-7E5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3155391	Contig	2022-07-20	JAGQCE01
GCF_024345935.1	Synechococcus sp. Cruz-9C9		Cruz-9C9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3152229	Contig	2022-07-20	JAGQCB01
GCA_024345935.1	Synechococcus sp. Cruz-9C9		Cruz-9C9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3152229	Contig	2022-07-20	JAGQCB01
GCF_024345915.1	Synechococcus sp. Cruz-9H2		Cruz-9H2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3155699	Contig	2022-07-20	JAGQCA01
GCA_024345915.1	Synechococcus sp. Cruz-9H2		Cruz-9H2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3155699	Contig	2022-07-20	JAGQCA01
GCA_002693285.1	Synechococcus sp. EAC657				EAC657		NCBI Prokaryotic Genome Annotation Pipeline	2189188	Contig	2017-10-24	NZPI01
GCF_024345875.1	Synechococcus sp. EJ6-Ellesmere		EJ6-Ellesmere				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2892111	Contig	2022-07-20	JAGQBY01
GCA_024345875.1	Synechococcus sp. EJ6-Ellesmere		EJ6-Ellesmere				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2892111	Contig	2022-07-20	JAGQBY01
GCF_024345895.1	Synechococcus sp. Edmonson 11F2		Edmonson 11F2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3150148	Contig	2022-07-20	JAGQBZ01
GCA_024345895.1	Synechococcus sp. Edmonson 11F2		Edmonson 11F2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3150148	Contig	2022-07-20	JAGQBZ01
GCF_900473955.1	Synechococcus sp. GEYO				GEYO		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2343605	Contig	2018-07-31	UCNL01
GCA_900473955.1	Synechococcus sp. GEYO				GEYO			2343605	Contig	2018-07-31	UCNL01
GCF_001039265.1	Synechococcus sp. GFB01		GFB01				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2339812	Contig	2015-06-24	LFEK01
GCA_001039265.1	Synechococcus sp. GFB01		GFB01				NCBI Prokaryotic Genome Annotation Pipeline	2339812	Contig	2015-06-24	LFEK01
GCF_024345855.1	Synechococcus sp. GreenBA-s		GreenBA-s				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2852592	Contig	2022-07-20	JAGQBX01
GCA_024345855.1	Synechococcus sp. GreenBA-s		GreenBA-s				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2852592	Contig	2022-07-20	JAGQBX01
GCF_011365345.1	Synechococcus sp. HB1133		HB1133				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2378765	Contig	2020-03-16	SDBW01
GCF_020514355.1	Synechococcus sp. HB1133		HB1133				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2378765	Contig	2021-10-15	VTLF01
GCA_011365345.1	Synechococcus sp. HB1133		HB1133				NCBI Prokaryotic Genome Annotation Pipeline	2378765	Contig	2020-03-16	SDBW01
GCA_020514355.1	Synechococcus sp. HB1133		HB1133				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2378765	Contig	2021-10-15	VTLF01
GCF_020514275.1	Synechococcus sp. HBA1120		HBA1120				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2362268	Contig	2021-10-15	VTLE01
GCA_020514275.1	Synechococcus sp. HBA1120		HBA1120				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2362268	Contig	2021-10-15	VTLE01
GCF_024345835.1	Synechococcus sp. HJ21-Hayes		HJ21-Hayes				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2936087	Contig	2022-07-20	JAGQBW01
GCA_024345835.1	Synechococcus sp. HJ21-Hayes		HJ21-Hayes				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2936087	Contig	2022-07-20	JAGQBW01
GCF_019104765.1	Synechococcus sp. HK05		HK05				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2527587	Contig	2021-07-04	JAHRXJ01
GCA_019104765.1	Synechococcus sp. HK05		HK05				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2527587	Contig	2021-07-04	JAHRXJ01
GCF_024345795.1	Synechococcus sp. J7-Johnson		J7-Johnson				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2995359	Contig	2022-07-20	JAGQBU01
GCA_024345795.1	Synechococcus sp. J7-Johnson		J7-Johnson				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2995359	Contig	2022-07-20	JAGQBU01
GCF_024345775.1	Synechococcus sp. JJ3a-Johnson		JJ3a-Johnson				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2848959	Contig	2022-07-20	JAGQBT01
GCA_024345775.1	Synechococcus sp. JJ3a-Johnson		JJ3a-Johnson				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2848959	Contig	2022-07-20	JAGQBT01
GCF_024345695.1	Synechococcus sp. L2F		L2F				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3037934	Contig	2022-07-20	JAGQBP01
GCA_024345695.1	Synechococcus sp. L2F		L2F				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3037934	Contig	2022-07-20	JAGQBP01
GCA_002151525.1	Synechococcus sp. Lanier				Lanier		NCBI Prokaryotic Genome Annotation Pipeline	1475744	Contig	2017-05-19	MWMJ01
GCF_024345655.1	Synechococcus sp. Lug-A		Lug-A				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3010822	Contig	2022-07-20	JAGQBN01
GCA_024345655.1	Synechococcus sp. Lug-A		Lug-A				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3010822	Contig	2022-07-20	JAGQBN01
GCA_015295985.1	Synechococcus sp. M44_DOE_062				M44_DOE_062		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2925579	Contig	2020-11-09	DVDX01
GCA_004212765.1	Synechococcus sp. MED-G133				MED-G133		NCBI Prokaryotic Genome Annotation Pipeline	991595	Contig	2019-02-19	SHBS01
GCA_004211895.1	Synechococcus sp. MED-G134				MED-G134		NCBI Prokaryotic Genome Annotation Pipeline	796700	Contig	2019-02-19	SHBT01
GCA_004213055.1	Synechococcus sp. MED-G135				MED-G135		NCBI Prokaryotic Genome Annotation Pipeline	1984542	Contig	2019-02-19	SHBU01
GCA_003331795.1	Synechococcus sp. MED-G67				MED-G67		NCBI Prokaryotic Genome Annotation Pipeline	1679931	Contig	2018-07-20	QOPT01
GCA_003331785.1	Synechococcus sp. MED-G68				MED-G68		NCBI Prokaryotic Genome Annotation Pipeline	1898481	Contig	2018-07-20	QOPS01
GCA_003331765.1	Synechococcus sp. MED-G69				MED-G69		NCBI Prokaryotic Genome Annotation Pipeline	1782627	Contig	2018-07-20	QOPR01
GCA_003331245.1	Synechococcus sp. MED-G70				MED-G70		NCBI Prokaryotic Genome Annotation Pipeline	1799380	Contig	2018-07-20	QOPQ01
GCA_003331225.1	Synechococcus sp. MED-G71				MED-G71		NCBI Prokaryotic Genome Annotation Pipeline	1833828	Contig	2018-07-20	QOPP01
GCA_002691345.1	Synechococcus sp. MED650				MED650		NCBI Prokaryotic Genome Annotation Pipeline	1803804	Contig	2017-10-24	NZHI01
GCA_002700765.1	Synechococcus sp. MED850				MED850		NCBI Prokaryotic Genome Annotation Pipeline	1935913	Contig	2017-10-24	PAEP01
GCA_013133755.1	Synechococcus sp. MIT S9220				MIT S9220		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2406645	Contig	2020-05-20	JABBNJ01
GCA_022428105.1	Synechococcus sp. MOX_bin13				MOX_bin13		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1211093	Contig	2022-02-28	JAKMDF01
GCA_022426225.1	Synechococcus sp. MOX_bin32				MOX_bin32		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1123743	Contig	2022-02-28	JAKMDY01
GCA_022425405.1	Synechococcus sp. MOX_bin73				MOX_bin73		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1121985	Contig	2022-02-28	JAKMFN01
GCF_020514255.1	Synechococcus sp. MU1611		MU1611				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2339429	Contig	2021-10-15	VTLC01
GCA_020514255.1	Synechococcus sp. MU1611		MU1611				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2339429	Contig	2021-10-15	VTLC01
GCF_020514235.1	Synechococcus sp. MU1617		MU1617				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2326594	Contig	2021-10-15	VTLB01
GCA_020514235.1	Synechococcus sp. MU1617		MU1617				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2326594	Contig	2021-10-15	VTLB01
GCF_020514205.1	Synechococcus sp. MU1625		MU1625				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2328035	Contig	2021-10-15	VTLA01
GCA_020514205.1	Synechococcus sp. MU1625		MU1625				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2328035	Contig	2021-10-15	VTLA01
GCF_020514115.1	Synechococcus sp. MU1642		MU1642				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2116729	Contig	2021-10-15	VTKZ01
GCA_020514115.1	Synechococcus sp. MU1642		MU1642				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2116729	Contig	2021-10-15	VTKZ01
GCF_020514095.1	Synechococcus sp. MU1643		MU1643				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2066863	Contig	2021-10-15	VTKY01
GCA_020514095.1	Synechococcus sp. MU1643		MU1643				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2066863	Contig	2021-10-15	VTKY01
GCA_020514035.1	Synechococcus sp. MU1644		MU1644				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1180515	Contig	2021-10-15	VTKX01
GCF_023630615.1	Synechococcus sp. MU1648		MU1648				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2282191	Contig	2022-06-01	JAKUHI01
GCA_023630615.1	Synechococcus sp. MU1648		MU1648					2282191	Contig	2022-06-01	JAKUHI01
GCF_020514015.1	Synechococcus sp. MU1650		MU1650				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2158043	Contig	2021-10-15	VTKW01
GCA_020514015.1	Synechococcus sp. MU1650		MU1650				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2158043	Contig	2021-10-15	VTKW01
GCF_023630635.1	Synechococcus sp. MU1651		MU1651				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2217880	Contig	2022-06-01	JAKUHJ01
GCA_023630635.1	Synechococcus sp. MU1651		MU1651					2217880	Contig	2022-06-01	JAKUHJ01
GCF_023630655.1	Synechococcus sp. MU1655		MU1655				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1858300	Contig	2022-06-01	JAKUHK01
GCA_023630655.1	Synechococcus sp. MU1655		MU1655					1858300	Contig	2022-06-01	JAKUHK01
GCF_002252635.1	Synechococcus sp. MW101C3		MW101C3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3029138	Contig	2017-08-15	NQKX01
GCA_002252635.1	Synechococcus sp. MW101C3		MW101C3					3029138	Contig	2017-08-15	NQKX01
GCF_900474045.1	Synechococcus sp. N19				N19		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2163106	Contig	2018-07-31	UCNR01
GCA_900474045.1	Synechococcus sp. N19				N19			2163106	Contig	2018-07-31	UCNR01
GCF_900473975.1	Synechococcus sp. N26				N26		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2126898	Contig	2018-07-31	UCNM01
GCA_900473975.1	Synechococcus sp. N26				N26			2126898	Contig	2018-07-31	UCNM01
GCF_900473895.1	Synechococcus sp. N32				N32		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2210892	Contig	2018-07-31	UCND01
GCA_900473895.1	Synechococcus sp. N32				N32			2210892	Contig	2018-07-31	UCND01
GCF_900473925.1	Synechococcus sp. N5				N5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2089511	Contig	2018-07-31	UCNI01
GCA_900473925.1	Synechococcus sp. N5				N5			2089511	Contig	2018-07-31	UCNI01
GCA_002698505.1	Synechococcus sp. NAT40				NAT40		NCBI Prokaryotic Genome Annotation Pipeline	2213321	Contig	2017-10-24	NZXF01
GCF_000715475.1	Synechococcus sp. NKBG042902		NKBG042902				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3319479	Contig	2014-06-27	BAWS01
